record_date,tot_pub_debt_out_amt,record_fiscal_year,record_calendar_year,record_calendar_day
2017-09-22,20181984148961.74,2017,2017,22
2017-09-21,20179769858967.22,2017,2017,21
2017-09-20,20164808111509.90,2017,2017,20
2017-09-19,20173203847678.44,2017,2017,19
2017-09-18,20160428995120.04,2017,2017,18
2017-09-15,20153567885894.27,2017,2017,15
2017-09-14,20165466677134.71,2017,2017,14
2017-09-13,20160009329677.81,2017,2017,13
2017-09-12,20173505864062.25,2017,2017,12
2017-09-11,20165692741989.91,2017,2017,11
2017-09-08,20162176797904.13,2017,2017,08
2017-09-07,19844586961607.12,2017,2017,07
2017-09-06,19844332397358.53,2017,2017,06
2017-09-05,19844390249115.46,2017,2017,05
2017-09-01,19844621643528.62,2017,2017,01
2017-08-31,19844533441924.39,2017,2017,31
2017-08-30,19844760368365.93,2017,2017,30
2017-08-29,19844817037769.13,2017,2017,29
2017-08-28,19844873705820.43,2017,2017,28
2017-08-25,19845043703943.83,2017,2017,25
2017-08-24,19845100367124.09,2017,2017,24
2017-08-23,19844849384667.36,2017,2017,23
2017-08-22,19844905899360.43,2017,2017,22
2017-08-21,19844962412703.62,2017,2017,21
2017-08-18,19845131947038.07,2017,2017,18
2017-08-17,19845188460166.77,2017,2017,17
2017-08-16,19844683929063.46,2017,2017,16
2017-08-15,19844739708017.17,2017,2017,15
2017-08-14,19844796046741.63,2017,2017,14
2017-08-11,19844965149781.95,2017,2017,11
2017-08-10,19845021514944.16,2017,2017,10
2017-08-09,19844749791238.21,2017,2017,09
2017-08-08,19844805263383.88,2017,2017,08
2017-08-07,19844860734174.09,2017,2017,07
2017-08-04,19845027138435.45,2017,2017,04
2017-08-03,19845082603862.30,2017,2017,03
2017-08-02,19844808432656.75,2017,2017,02
2017-08-01,19844862920005.44,2017,2017,01
2017-07-31,19844908989217.09,2017,2017,31
2017-07-28,19844885019040.08,2017,2017,28
2017-07-27,19844938940351.37,2017,2017,27
2017-07-26,19844652509086.92,2017,2017,26
2017-07-25,19844705230729.01,2017,2017,25
2017-07-24,19844757951019.01,2017,2017,24
2017-07-21,19844916127427.14,2017,2017,21
2017-07-20,19844968852152.58,2017,2017,20
2017-07-19,19844458207438.56,2017,2017,19
2017-07-18,19844509405451.25,2017,2017,18
2017-07-17,19844560602117.52,2017,2017,17
2017-07-14,19844714185141.61,2017,2017,14
2017-07-13,19844765411285.25,2017,2017,13
2017-07-12,19844495864166.16,2017,2017,12
2017-07-11,19844546086266.82,2017,2017,11
2017-07-10,19844596307004.68,2017,2017,10
2017-07-07,19844746961071.55,2017,2017,07
2017-07-06,19844797176473.97,2017,2017,06
2017-07-05,19844525346312.34,2017,2017,05
2017-07-03,19844623881256.94,2017,2017,03
2017-06-30,19844554182651.33,2017,2017,30
2017-06-29,19846342893092.54,2017,2017,29
2017-06-28,19846080045627.47,2017,2017,28
2017-06-27,19846128623122.51,2017,2017,27
2017-06-26,19846177199258.34,2017,2017,26
2017-06-23,19846322940480.63,2017,2017,23
2017-06-22,19846371512623.16,2017,2017,22
2017-06-21,19845863940842.30,2017,2017,21
2017-06-20,19845911645535.41,2017,2017,20
2017-06-19,19845959348871.12,2017,2017,19
2017-06-16,19846102452852.32,2017,2017,16
2017-06-15,19846150150843.92,2017,2017,15
2017-06-14,19845892557867.52,2017,2017,14
2017-06-13,19845940165818.31,2017,2017,13
2017-06-12,19845987843632.60,2017,2017,12
2017-06-09,19846130655338.92,2017,2017,09
2017-06-08,19846178256583.33,2017,2017,08
2017-06-07,19845923800152.57,2017,2017,07
2017-06-06,19845970606481.70,2017,2017,06
2017-06-05,19846017411457.19,2017,2017,05
2017-06-02,19846157819438.37,2017,2017,02
2017-06-01,19846204620702.34,2017,2017,01
2017-05-31,19845941916894.67,2017,2017,31
2017-05-30,19846204744568.52,2017,2017,30
2017-05-26,19846386043286.45,2017,2017,26
2017-05-25,19846431364938.70,2017,2017,25
2017-05-24,19845945811714.33,2017,2017,24
2017-05-23,19845990076683.19,2017,2017,23
2017-05-22,19846034340301.91,2017,2017,22
2017-05-19,19846167124114.08,2017,2017,19
2017-05-18,19846211384209.15,2017,2017,18
2017-05-17,19845965893811.36,2017,2017,17
2017-05-16,19846009453270.76,2017,2017,16
2017-05-15,19846053011381.80,2017,2017,15
2017-05-12,19846183719855.51,2017,2017,12
2017-05-11,19846227292251.07,2017,2017,11
2017-05-10,19845981649507.99,2017,2017,10
2017-05-09,19846024425839.24,2017,2017,09
2017-05-08,19846067200822.73,2017,2017,08
2017-05-05,19846195521326.19,2017,2017,05
2017-05-04,19846238291542.59,2017,2017,04
2017-05-03,19846003311535.71,2017,2017,03
2017-05-02,19846045309192.19,2017,2017,02
2017-05-01,19846087305498.20,2017,2017,01
2017-04-28,19846129308635.72,2017,2017,28
2017-04-27,19846491745845.94,2017,2017,27
2017-04-26,19846044436483.65,2017,2017,26
2017-04-25,19846085978995.66,2017,2017,25
2017-04-24,19846127520117.48,2017,2017,24
2017-04-21,19846252141589.26,2017,2017,21
2017-04-20,19846293677437.80,2017,2017,20
2017-04-19,19846064686422.90,2017,2017,19
2017-04-18,19846106186190.44,2017,2017,18
2017-04-17,19846147684611.12,2017,2017,17
2017-04-14,19846272172776.67,2017,2017,14
2017-04-13,19846313677094.44,2017,2017,13
2017-04-12,19846082091559.77,2017,2017,12
2017-04-11,19846122820560.47,2017,2017,11
2017-04-10,19846163529210.99,2017,2017,10
2017-04-07,19846285707214.17,2017,2017,07
2017-04-06,19846326429133.82,2017,2017,06
2017-04-05,19846103311307.75,2017,2017,05
2017-04-04,19846142407188.85,2017,2017,04
2017-04-03,19846423785551.51,2017,2017,03
2017-03-31,19846420062676.87,2017,2017,31
2017-03-30,19846255248406.68,2017,2017,30
2017-03-29,19845825513137.10,2017,2017,29
2017-03-28,19845862796665.15,2017,2017,28
2017-03-27,19845900078837.07,2017,2017,27
2017-03-24,19846011928285.06,2017,2017,24
2017-03-23,19846049205261.81,2017,2017,23
2017-03-22,19845829879261.96,2017,2017,22
2017-03-21,19845865829114.05,2017,2017,21
2017-03-20,19845901777612.08,2017,2017,20
2017-03-17,19846009616285.34,2017,2017,17
2017-03-16,19846045559411.81,2017,2017,16
2017-03-15,19845811298014.03,2017,2017,15
2017-03-14,19902604401637.92,2017,2017,14
2017-03-13,19858033799549.96,2017,2017,13
2017-03-10,19853618720466.05,2017,2017,10
2017-03-09,19855676540211.34,2017,2017,09
2017-03-08,19879149018877.55,2017,2017,08
2017-03-07,19889862451192.35,2017,2017,07
2017-03-06,19883012984069.89,2017,2017,06
2017-03-03,19878476676904.64,2017,2017,03
2017-03-02,19894958569032.98,2017,2017,02
2017-03-01,19920418771289.27,2017,2017,01
2017-02-28,19959593604841.58,2017,2017,28
2017-02-27,19931228821002.78,2017,2017,27
2017-02-24,19930147891686.72,2017,2017,24
2017-02-23,19913901120188.15,2017,2017,23
2017-02-22,19935880851981.06,2017,2017,22
2017-02-21,19935316186835.78,2017,2017,21
2017-02-17,19932504874101.46,2017,2017,17
2017-02-16,19926581166878.36,2017,2017,16
2017-02-15,19937364595503.01,2017,2017,15
2017-02-14,19932679233716.16,2017,2017,14
2017-02-13,19924218517074.52,2017,2017,13
2017-02-10,19921065289061.68,2017,2017,10
2017-02-09,19922335630306.69,2017,2017,09
2017-02-08,19884606221456.19,2017,2017,08
2017-02-07,19895763669170.06,2017,2017,07
2017-02-06,19890330215216.52,2017,2017,06
2017-02-03,19885875150544.45,2017,2017,03
2017-02-02,19902827463569.10,2017,2017,02
2017-02-01,19900037472787.26,2017,2017,01
2017-01-31,19937261314503.29,2017,2017,31
2017-01-30,19939760263983.42,2017,2017,30
2017-01-27,19939019834828.89,2017,2017,27
2017-01-26,19939908790870.48,2017,2017,26
2017-01-25,19950603242667.53,2017,2017,25
2017-01-24,19958089555359.83,2017,2017,24
2017-01-23,19949678366998.00,2017,2017,23
2017-01-20,19947304555212.49,2017,2017,20
2017-01-19,19944429217106.77,2017,2017,19
2017-01-18,19961467137973.64,2017,2017,18
2017-01-17,19959954817351.65,2017,2017,17
2017-01-13,19940614376504.40,2017,2017,13
2017-01-12,19941807383847.05,2017,2017,12
2017-01-11,19951756200280.98,2017,2017,11
2017-01-10,19964268875957.61,2017,2017,10
2017-01-09,19955343885377.73,2017,2017,09
2017-01-06,19952808638850.59,2017,2017,06
2017-01-05,19948472988335.19,2017,2017,05
2017-01-04,19952414234340.71,2017,2017,04
2017-01-03,19935025589392.85,2017,2017,03
2016-12-30,19976826951047.80,2017,2016,30
2016-12-29,19879151754933.53,2017,2016,29
2016-12-28,19879389298528.93,2017,2016,28
2016-12-27,19890699605286.53,2017,2016,27
2016-12-23,19887188017177.11,2017,2016,23
2016-12-22,19877449679259.48,2017,2016,22
2016-12-21,19878280893331.72,2017,2016,21
2016-12-20,19889592850494.74,2017,2016,20
2016-12-19,19882663760136.69,2017,2016,19
2016-12-16,19876036342624.52,2017,2016,16
2016-12-15,19875320486024.59,2017,2016,15
2016-12-14,19871457952087.79,2017,2016,14
2016-12-13,19884323271403.23,2017,2016,13
2016-12-12,19878727122829.69,2017,2016,12
2016-12-09,19876373398959.37,2017,2016,09
2016-12-08,19877418396481.66,2017,2016,08
2016-12-07,19891173384830.04,2017,2016,07
2016-12-06,19892366528061.22,2017,2016,06
2016-12-05,19885572935868.37,2017,2016,05
2016-12-02,19881223023152.88,2017,2016,02
2016-12-01,19901545151126.51,2017,2016,01
2016-11-30,19948064697245.75,2017,2016,30
2016-11-29,19930698649977.45,2017,2016,29
2016-11-28,19929184161352.13,2017,2016,28
2016-11-25,19928118193162.55,2017,2016,25
2016-11-23,19897994347700.50,2017,2016,23
2016-11-22,19907540739514.52,2017,2016,22
2016-11-21,19899004081493.50,2017,2016,21
2016-11-18,19895970356079.03,2017,2016,18
2016-11-17,19897150970886.87,2017,2016,17
2016-11-16,19857827860685.61,2017,2016,16
2016-11-15,19867119032053.28,2017,2016,15
2016-11-14,19842173949869.58,2017,2016,14
2016-11-10,19840574291147.01,2017,2016,10
2016-11-09,19793697162303.82,2017,2016,09
2016-11-08,19806239858606.04,2017,2016,08
2016-11-07,19796589500776.08,2017,2016,07
2016-11-04,19790767232311.94,2017,2016,04
2016-11-03,19790136330003.19,2017,2016,03
2016-11-02,19769621678552.72,2017,2016,02
2016-11-01,19760054127045.83,2017,2016,01
2016-10-31,19805715214641.75,2017,2016,31
2016-10-28,19820509238591.49,2017,2016,28
2016-10-27,19824868242412.09,2017,2016,27
2016-10-26,19795497461281.62,2017,2016,26
2016-10-25,19808504852207.21,2017,2016,25
2016-10-24,19788020688520.53,2017,2016,24
2016-10-21,19786440755303.80,2017,2016,21
2016-10-20,19785585189878.12,2017,2016,20
2016-10-19,19754257061882.16,2017,2016,19
2016-10-18,19766580028249.41,2017,2016,18
2016-10-17,19755564017152.97,2017,2016,17
2016-10-14,19721618557803.77,2017,2016,14
2016-10-13,19720830822303.49,2017,2016,13
2016-10-12,19688681856198.07,2017,2016,12
2016-10-11,19694316597212.14,2017,2016,11
2016-10-07,19687424480959.14,2017,2016,07
2016-10-06,19688773606117.54,2017,2016,06
2016-10-05,19663411497797.40,2017,2016,05
2016-10-04,19659460647160.83,2017,2016,04
2016-10-03,19642949742561.51,2017,2016,03
2016-09-30,19573444713936.79,2016,2016,30
2016-09-29,19532890233853.17,2016,2016,29
2016-09-28,19519932367847.28,2016,2016,28
2016-09-27,19536854516281.71,2016,2016,27
2016-09-26,19529588502748.67,2016,2016,26
2016-09-23,19524762977719.62,2016,2016,23
2016-09-22,19519471076568.72,2016,2016,22
2016-09-21,19517456954252.41,2016,2016,21
2016-09-20,19524335895543.03,2016,2016,20
2016-09-19,19518125575008.41,2016,2016,19
2016-09-16,19510910825630.70,2016,2016,16
2016-09-15,19508241572025.55,2016,2016,15
2016-09-14,19480514004421.76,2016,2016,14
2016-09-13,19493291113807.77,2016,2016,13
2016-09-12,19484660626765.52,2016,2016,12
2016-09-09,19482694389006.50,2016,2016,09
2016-09-08,19482086271333.82,2016,2016,08
2016-09-07,19479491484659.13,2016,2016,07
2016-09-06,19473941446098.32,2016,2016,06
2016-09-02,19470383603813.73,2016,2016,02
2016-09-01,19481571141221.67,2016,2016,01
2016-08-31,19510296242765.66,2016,2016,31
2016-08-30,19492084009780.39,2016,2016,30
2016-08-29,19486203862406.11,2016,2016,29
2016-08-26,19483788594328.27,2016,2016,26
2016-08-25,19472203761101.76,2016,2016,25
2016-08-24,19442913162409.14,2016,2016,24
2016-08-23,19454944368305.99,2016,2016,23
2016-08-22,19446002493012.82,2016,2016,22
2016-08-19,19443266164413.41,2016,2016,19
2016-08-18,19445100633520.18,2016,2016,18
2016-08-17,19421791184792.65,2016,2016,17
2016-08-16,19428079384183.27,2016,2016,16
2016-08-15,19420158030582.00,2016,2016,15
2016-08-12,19403004579982.84,2016,2016,12
2016-08-11,19404383126105.06,2016,2016,11
2016-08-10,19377642119796.72,2016,2016,10
2016-08-09,19390746423154.18,2016,2016,09
2016-08-08,19385571696962.50,2016,2016,08
2016-08-05,19380142516035.42,2016,2016,05
2016-08-04,19379566441022.18,2016,2016,04
2016-08-03,19359342005838.40,2016,2016,03
2016-08-02,19374216793141.43,2016,2016,02
2016-08-01,19358707115589.00,2016,2016,01
2016-07-29,19427694579786.64,2016,2016,29
2016-07-28,19412286582301.91,2016,2016,28
2016-07-27,19402906386524.25,2016,2016,27
2016-07-26,19415128807132.94,2016,2016,26
2016-07-25,19407186678584.22,2016,2016,25
2016-07-22,19400333651023.48,2016,2016,22
2016-07-21,19400566867618.92,2016,2016,21
2016-07-20,19391704027667.12,2016,2016,20
2016-07-19,19402361890929.46,2016,2016,19
2016-07-18,19391094247028.26,2016,2016,18
2016-07-15,19386059979169.78,2016,2016,15
2016-07-14,19380590048237.64,2016,2016,14
2016-07-13,19361289088131.56,2016,2016,13
2016-07-12,19372930080447.35,2016,2016,12
2016-07-11,19366974554360.50,2016,2016,11
2016-07-08,19362032846861.90,2016,2016,08
2016-07-07,19360176741617.54,2016,2016,07
2016-07-06,19343541768823.97,2016,2016,06
2016-07-05,19327746021669.98,2016,2016,05
2016-07-01,19316931693227.11,2016,2016,01
2016-06-30,19381591140792.22,2016,2016,30
2016-06-29,19283325598353.52,2016,2016,29
2016-06-28,19284399792310.79,2016,2016,28
2016-06-27,19279322871098.41,2016,2016,27
2016-06-24,19277937823462.93,2016,2016,24
2016-06-23,19259812422016.47,2016,2016,23
2016-06-22,19252431295170.04,2016,2016,22
2016-06-21,19265744770778.65,2016,2016,21
2016-06-20,19256656157468.52,2016,2016,20
2016-06-17,19252984535317.64,2016,2016,17
2016-06-16,19248244178321.02,2016,2016,16
2016-06-15,19245574495391.72,2016,2016,15
2016-06-14,19230063635793.43,2016,2016,14
2016-06-13,19222275711902.53,2016,2016,13
2016-06-10,19218850296387.20,2016,2016,10
2016-06-09,19219465874275.48,2016,2016,09
2016-06-08,19230270048404.99,2016,2016,08
2016-06-07,19228398127636.98,2016,2016,07
2016-06-06,19220484557364.60,2016,2016,06
2016-06-03,19214514064181.20,2016,2016,03
2016-06-02,19229279536521.72,2016,2016,02
2016-06-01,19230634229069.55,2016,2016,01
2016-05-31,19265451572330.71,2016,2016,31
2016-05-27,19226417790338.55,2016,2016,27
2016-05-26,19216137840436.13,2016,2016,26
2016-05-25,19214128824849.92,2016,2016,25
2016-05-24,19223047535897.31,2016,2016,24
2016-05-23,19212492715543.24,2016,2016,23
2016-05-20,19209816164726.68,2016,2016,20
2016-05-19,19212451626242.62,2016,2016,19
2016-05-18,19206517044303.54,2016,2016,18
2016-05-17,19218044952594.27,2016,2016,17
2016-05-16,19206980431910.03,2016,2016,16
2016-05-13,19199894125074.04,2016,2016,13
2016-05-12,19200169433825.24,2016,2016,12
2016-05-11,19193401105901.94,2016,2016,11
2016-05-10,19204514007221.38,2016,2016,10
2016-05-09,19197497243132.16,2016,2016,09
2016-05-06,19190059553782.20,2016,2016,06
2016-05-05,19188102413248.81,2016,2016,05
2016-05-04,19186655441721.69,2016,2016,04
2016-05-03,19171815928698.82,2016,2016,03
2016-05-02,19170001895674.07,2016,2016,02
2016-04-29,19187387483983.37,2016,2016,29
2016-04-28,19186207744589.55,2016,2016,28
2016-04-27,19209405161325.67,2016,2016,27
2016-04-26,19218673186359.42,2016,2016,26
2016-04-25,19210345265252.22,2016,2016,25
2016-04-22,19198172774532.79,2016,2016,22
2016-04-21,19196769313019.68,2016,2016,21
2016-04-20,19215679607589.41,2016,2016,20
2016-04-19,19221832717891.35,2016,2016,19
2016-04-18,19208277938656.01,2016,2016,18
2016-04-15,19203643099493.25,2016,2016,15
2016-04-14,19203187186595.43,2016,2016,14
2016-04-13,19221297840432.89,2016,2016,13
2016-04-12,19234006195713.79,2016,2016,12
2016-04-11,19226226489207.18,2016,2016,11
2016-04-08,19223197501336.14,2016,2016,08
2016-04-07,19221206331589.08,2016,2016,07
2016-04-06,19238908031871.91,2016,2016,06
2016-04-05,19237067126145.04,2016,2016,05
2016-04-04,19228044093705.08,2016,2016,04
2016-04-01,19218516838306.52,2016,2016,01
2016-03-31,19264938619643.07,2016,2016,31
2016-03-30,19232950841710.63,2016,2016,30
2016-03-29,19235698467028.83,2016,2016,29
2016-03-28,19230095073592.91,2016,2016,28
2016-03-25,19214929969878.51,2016,2016,25
2016-03-24,19211664593324.31,2016,2016,24
2016-03-23,19200599665938.77,2016,2016,23
2016-03-22,19211342727724.78,2016,2016,22
2016-03-21,19205597413856.96,2016,2016,21
2016-03-18,19202994410080.31,2016,2016,18
2016-03-17,19188228962810.34,2016,2016,17
2016-03-16,19151399412549.77,2016,2016,16
2016-03-15,19161874528616.47,2016,2016,15
2016-03-14,19128719568343.76,2016,2016,14
2016-03-11,19124286688944.60,2016,2016,11
2016-03-10,19125325175994.32,2016,2016,10
2016-03-09,19100184217930.48,2016,2016,09
2016-03-08,19112876896495.00,2016,2016,08
2016-03-07,19097825627603.00,2016,2016,07
2016-03-04,19093496023754.46,2016,2016,04
2016-03-03,19093150844906.08,2016,2016,03
2016-03-02,19097521671148.84,2016,2016,02
2016-03-01,19090880799021.63,2016,2016,01
2016-02-29,19125455057425.80,2016,2016,29
2016-02-26,19080123823020.74,2016,2016,26
2016-02-25,19070657293114.53,2016,2016,25
2016-02-24,19054164528762.98,2016,2016,24
2016-02-23,19064879099682.52,2016,2016,23
2016-02-22,19053381143534.21,2016,2016,22
2016-02-19,19052403868282.85,2016,2016,19
2016-02-18,19047126605778.92,2016,2016,18
2016-02-17,19028997194318.47,2016,2016,17
2016-02-16,19030024473090.85,2016,2016,16
2016-02-12,19016524950018.52,2016,2016,12
2016-02-11,19016261934962.89,2016,2016,11
2016-02-10,18991325677268.42,2016,2016,10
2016-02-09,19005359240744.60,2016,2016,09
2016-02-08,19000235912585.65,2016,2016,08
2016-02-05,18996371521571.14,2016,2016,05
2016-02-04,18996686873180.04,2016,2016,04
2016-02-03,18975193925522.52,2016,2016,03
2016-02-02,18992299007716.94,2016,2016,02
2016-02-01,18975719827131.21,2016,2016,01
2016-01-29,19012827698417.93,2016,2016,29
2016-01-28,18989803014663.70,2016,2016,28
2016-01-27,18962589775045.41,2016,2016,27
2016-01-26,18968344511857.01,2016,2016,26
2016-01-25,18961968091511.19,2016,2016,25
2016-01-22,18961637973066.42,2016,2016,22
2016-01-21,18958837318233.62,2016,2016,21
2016-01-20,18941406899252.15,2016,2016,20
2016-01-19,18940640177236.59,2016,2016,19
2016-01-15,18934589767234.96,2016,2016,15
2016-01-14,18923558492862.95,2016,2016,14
2016-01-13,18955778615041.19,2016,2016,13
2016-01-12,18897682225587.89,2016,2016,12
2016-01-11,18891869602125.16,2016,2016,11
2016-01-08,18888640000429.69,2016,2016,08
2016-01-07,18887876761105.13,2016,2016,07
2016-01-06,18918380217573.17,2016,2016,06
2016-01-05,18918445650584.70,2016,2016,05
2016-01-04,18900932690017.04,2016,2016,04
2015-12-31,18922179009420.89,2016,2015,31
2015-12-30,18825061664535.94,2016,2015,30
2015-12-29,18824106833961.88,2016,2015,29
2015-12-28,18818691266108.11,2016,2015,28
2015-12-24,18802880491536.00,2016,2015,24
2015-12-23,18795265446286.58,2016,2015,23
2015-12-22,18807362192458.66,2016,2015,22
2015-12-21,18798201511452.04,2016,2015,21
2015-12-18,18795033928275.59,2016,2015,18
2015-12-17,18796279678290.28,2016,2015,17
2015-12-16,18788138221346.49,2016,2015,16
2015-12-15,18798211680628.12,2016,2015,15
2015-12-14,18767636190409.94,2016,2015,14
2015-12-11,18764921984881.44,2016,2015,11
2015-12-10,18762069058578.88,2016,2015,10
2015-12-09,18775084981439.86,2016,2015,09
2015-12-08,18789064366804.18,2016,2015,08
2015-12-07,18789199596566.93,2016,2015,07
2015-12-04,18786830545682.60,2016,2015,04
2015-12-03,18787992446946.88,2016,2015,03
2015-12-02,18802739156430.97,2016,2015,02
2015-12-01,18797839523342.27,2016,2015,01
2015-11-30,18827322966908.80,2016,2015,30
2015-11-27,18782451267806.04,2016,2015,27
2015-11-25,18719613274893.51,2016,2015,25
2015-11-24,18730245227214.29,2016,2015,24
2015-11-23,18722746583118.03,2016,2015,23
2015-11-20,18720800091471.32,2016,2015,20
2015-11-19,18718208593840.77,2016,2015,19
2015-11-18,18658332270181.33,2016,2015,18
2015-11-17,18670014021513.75,2016,2015,17
2015-11-16,18660490153278.25,2016,2015,16
2015-11-13,18653507360573.44,2016,2015,13
2015-11-12,18649024795838.78,2016,2015,12
2015-11-10,18605392428942.18,2016,2015,10
2015-11-09,18614769216712.84,2016,2015,09
2015-11-06,18609854385435.22,2016,2015,06
2015-11-05,18609800070328.73,2016,2015,05
2015-11-04,18532854382821.74,2016,2015,04
2015-11-03,18532338091711.48,2016,2015,03
2015-11-02,18492091120833.99,2016,2015,02
2015-10-30,18152981685747.52,2016,2015,30
2015-10-29,18152590112385.69,2016,2015,29
2015-10-28,18152580145845.23,2016,2015,28
2015-10-27,18152591905989.84,2016,2015,27
2015-10-26,18152603664891.43,2016,2015,26
2015-10-23,18152638934294.38,2016,2015,23
2015-10-22,18152650688229.10,2016,2015,22
2015-10-21,18152646499693.22,2016,2015,21
2015-10-20,18152658224184.62,2016,2015,20
2015-10-19,18152669947434.69,2016,2015,19
2015-10-16,18152705110034.31,2016,2015,16
2015-10-15,18152716828322.01,2016,2015,15
2015-10-14,18150469856492.42,2016,2015,14
2015-10-13,18150481620363.39,2016,2015,13
2015-10-09,18150528663452.99,2016,2015,09
2015-10-08,18150540421127.53,2016,2015,08
2015-10-07,18150545316215.04,2016,2015,07
2015-10-06,18150557110995.00,2016,2015,06
2015-10-05,18150568904537.03,2016,2015,05
2015-10-02,18150604277750.63,2016,2015,02
2015-10-01,18150616066342.53,2016,2015,01
2015-09-30,18150617666484.33,2015,2015,30
2015-09-29,18151013867116.33,2015,2015,29
2015-09-28,18151025702418.99,2015,2015,28
2015-09-25,18151061200913.26,2015,2015,25
2015-09-24,18151073031331.50,2015,2015,24
2015-09-23,18151073040341.31,2015,2015,23
2015-09-22,18151084928227.59,2015,2015,22
2015-09-21,18151096814879.09,2015,2015,21
2015-09-18,18151132467967.52,2015,2015,18
2015-09-17,18151144349685.38,2015,2015,17
2015-09-16,18151038086972.10,2015,2015,16
2015-09-15,18151049785935.02,2015,2015,15
2015-09-14,18151061535754.50,2015,2015,14
2015-09-11,18151096777894.92,2015,2015,11
2015-09-10,18151108522784.29,2015,2015,10
2015-09-09,18151085083623.06,2015,2015,09
2015-09-08,18151096731763.19,2015,2015,08
2015-09-04,18151143313299.53,2015,2015,04
2015-09-03,18151154955297.86,2015,2015,03
2015-09-02,18151127937093.02,2015,2015,02
2015-09-01,18151139449629.01,2015,2015,01
2015-08-31,18151150179588.05,2015,2015,31
2015-08-28,18151237646318.35,2015,2015,28
2015-08-27,18151249152738.76,2015,2015,27
2015-08-26,18151231820725.70,2015,2015,26
2015-08-25,18151243220485.43,2015,2015,25
2015-08-24,18151254619016.77,2015,2015,24
2015-08-21,18151288807268.17,2015,2015,21
2015-08-20,18151300217506.79,2015,2015,20
2015-08-19,18151182796107.65,2015,2015,19
2015-08-18,18151193827731.52,2015,2015,18
2015-08-17,18151204858128.58,2015,2015,17
2015-08-14,18151237942000.82,2015,2015,14
2015-08-13,18151248999672.85,2015,2015,13
2015-08-12,18151220988961.42,2015,2015,12
2015-08-11,18151230800098.70,2015,2015,11
2015-08-10,18151241599502.70,2015,2015,10
2015-08-07,18151273990514.80,2015,2015,07
2015-08-06,18151284784984.56,2015,2015,06
2015-08-05,18151269311050.42,2015,2015,05
2015-08-04,18151279961119.70,2015,2015,04
2015-08-03,18151290609956.23,2015,2015,03
2015-07-31,18151322549156.91,2015,2015,31
2015-07-30,18151852256637.31,2015,2015,30
2015-07-29,18151840607288.77,2015,2015,29
2015-07-28,18151851139012.51,2015,2015,28
2015-07-27,18151861669505.08,2015,2015,27
2015-07-24,18151893254765.19,2015,2015,24
2015-07-23,18151903780340.35,2015,2015,23
2015-07-22,18151811363890.79,2015,2015,22
2015-07-21,18151821652004.79,2015,2015,21
2015-07-20,18151831938889.04,2015,2015,20
2015-07-17,18151862792175.02,2015,2015,17
2015-07-16,18151873074142.99,2015,2015,16
2015-07-15,18151869674750.53,2015,2015,15
2015-07-14,18151879901274.20,2015,2015,14
2015-07-13,18151890180391.62,2015,2015,13
2015-07-10,18151921010337.51,2015,2015,10
2015-07-09,18151931284495.35,2015,2015,09
2015-07-08,18151929875352.39,2015,2015,08
2015-07-07,18151940155226.04,2015,2015,07
2015-07-06,18151950433860.76,2015,2015,06
2015-07-03,18151981262337.43,2015,2015,03
2015-07-02,18151991536019.17,2015,2015,02
2015-07-01,18151987220640.45,2015,2015,01
2015-06-30,18151997510872.44,2015,2015,30
2015-06-29,18152670293644.04,2015,2015,29
2015-06-26,18152701159226.79,2015,2015,26
2015-06-25,18152711443291.54,2015,2015,25
2015-06-24,18152638051615.33,2015,2015,24
2015-06-23,18152648277344.06,2015,2015,23
2015-06-22,18152658501837.30,2015,2015,22
2015-06-19,18152689167905.61,2015,2015,19
2015-06-18,18152699387458.77,2015,2015,18
2015-06-17,18152696919060.40,2015,2015,17
2015-06-16,18152707189859.83,2015,2015,16
2015-06-15,18152717537302.13,2015,2015,15
2015-06-12,18152748464829.10,2015,2015,12
2015-06-11,18152758771144.62,2015,2015,11
2015-06-10,18152758342047.24,2015,2015,10
2015-06-09,18152768664619.57,2015,2015,09
2015-06-08,18152778985959.44,2015,2015,08
2015-06-05,18152809942589.13,2015,2015,05
2015-06-04,18152820259005.52,2015,2015,04
2015-06-03,18152821344452.95,2015,2015,03
2015-06-02,18152831123420.51,2015,2015,02
2015-06-01,18152841401259.20,2015,2015,01
2015-05-29,18152851678150.27,2015,2015,29
2015-05-28,18152383244725.26,2015,2015,28
2015-05-27,18152317304208.14,2015,2015,27
2015-05-26,18152327453268.84,2015,2015,26
2015-05-22,18152368037290.20,2015,2015,22
2015-05-21,18152378180209.21,2015,2015,21
2015-05-20,18152377261644.63,2015,2015,20
2015-05-19,18152387397784.08,2015,2015,19
2015-05-18,18152397532696.23,2015,2015,18
2015-05-15,18152427930102.27,2015,2015,15
2015-05-14,18152438060107.24,2015,2015,14
2015-05-13,18152436458301.62,2015,2015,13
2015-05-12,18152446693102.28,2015,2015,12
2015-05-11,18152456926656.13,2015,2015,11
2015-05-08,18152487619906.99,2015,2015,08
2015-05-07,18152497848547.71,2015,2015,07
2015-05-06,18152498688867.48,2015,2015,06
2015-05-05,18152508931605.44,2015,2015,05
2015-05-04,18152519173098.52,2015,2015,04
2015-05-01,18152549890270.99,2015,2015,01
2015-04-30,18152560126787.71,2015,2015,30
2015-04-29,18151888501207.83,2015,2015,29
